,days,balance,sharpe,sortino,return,fee,drawdown,num_trades,q_trades
279,0.051964467592592586,1.9828362941950992,-27.40016259299808,-48.83385122108553,-0.4117507544470378,-0.0038200000000000087,0.5299469009917401,33.76004334055676,6.752008668111342
280,0.06001805555555556,1.9759167704212977,-66.68515408956549,-126.81176622495164,-0.8808356263175332,-0.0037200000000000085,1.5185958134723898,30.665805412013114,6.133161082402617
281,0.06132880787037037,1.988099266246238,-126.37326964815331,-181.3733717242515,-0.6323525031003974,-0.00436000000000001,0.8057931058631618,30.839056509418235,6.167811301883644
282,0.061090416666666675,1.980313396850038,-58.48702301136037,-56.201449249823845,-0.6741550889539094,-0.005240000000000012,1.1210452793123604,41.58768128021337,8.317536256042706
283,0.062281805555555556,2.0031234882653486,45.053016122297485,109.51474337317568,0.32165183413388476,-0.003220000000000007,0.2945036276685187,24.395093626715564,4.879018725343101
284,0.06141841435185186,1.9943646316365726,-24.7567329075519,-51.847924109673066,-0.1275243786373892,-0.004860000000000011,0.5234302413960501,36.23120520086681,7.2462410401733734
285,0.06489432870370371,1.997412733150452,68.6131026980609,171.4836002974872,0.5846262749228615,-0.003220000000000007,0.2996638472029356,23.106878924265157,4.6213757848530195
286,0.0642541087962963,2.0015014376357234,-65.73835498591906,-84.13999323047022,-0.42866536363810326,-0.00438000000000001,0.5610166912305425,32.648246930043896,6.529649386008787
287,0.05717861111111111,2.014064878661853,98.50166887133008,187.80615603640308,1.624650631930491,-0.00458000000000001,0.485976366227725,37.27321220203367,7.454642440406745
288,0.04795476851851852,2.002375546035368,-62.45819689022858,-215.8009991694902,-0.8157942849970512,-0.004200000000000009,2.3773665747373385,43.150830694004554,8.630166138800915
289,0.05340743055555556,1.975653436819632,-10.937994962736589,-21.182130368421888,-0.5205439774197296,-0.0043000000000000095,0.7281621730356291,37.53803411679724,7.507606823359455
290,0.054659594907407405,1.9908281064145361,-3.190347752299944,-4.8452564895394445,-0.07663329137823638,-0.0032600000000000072,0.9795719005274428,28.683141634716897,5.736628326943365
291,0.051272407407407405,1.9988357223611657,1.571454603618129,1.9219795254916174,0.2384243133388142,-0.0038400000000000088,0.7712616405782802,34.22753792298717,6.845507584597422
292,0.05482979166666666,1.9756955246295684,-141.0234700708823,-230.6517057334552,-1.3210454900138724,-0.004740000000000011,1.2467668147175925,38.99461021281325,7.798922042562657
293,0.05926652777777777,1.9969726738926747,32.217452989578625,66.61806422390681,0.37771418130221335,-0.005180000000000012,0.48559126150232723,43.20145024170695,8.640290048341418
